clus_pt,clus_eta,clus_phi,clus_d0,clus_z0
1874.1910360896034,0.22703274528989126,1.5472030639648438,0.0005422532558441162,-25.154735565185547
79281.75838373315,0.07579596205703974,2.5650532245635986,0.012548467144370079,-25.113990783691406
25328.271625913185,0.4701772488296819,-1.1418485641479492,0.0006813149666413665,-25.190876007080078
2430.7825667287057,2.0947152372040683,-1.1242334842681885,-0.036170125007629395,-25.50910186767578
2216.2178404840865,1.6714095942404577,1.7861907482147217,-0.0197625569999218,-25.08681297302246
12078.357338750033,2.195939410973908,-1.2093827724456787,0.04337344691157341,-25.640377044677734
7738.374856976311,0.20024650714927036,1.430148959159851,-0.007055638823658228,-25.083036422729492
15928.966821197877,0.5136545267328917,-1.167802095413208,0.0010419083992019296,-25.132417678833008
5199.152440435255,2.1792351612842906,-1.1243740320205688,-0.02511744387447834,-25.188987731933594
15081.600887734347,0.16967636597372351,1.5722935199737549,-0.062400247901678085,-25.211624145507812
3901.4022377485853,0.4686968032900636,-1.2054928541183472,0.044474292546510696,-25.025005340576172
3039.369652914734,0.7748402935696289,0.41877734661102295,-0.0009466627379879355,-25.28349494934082
14255.899247117912,0.14846308323251792,1.5783714056015015,-0.1002180427312851,-25.136150360107422
1048.349974105396,2.3179130149548475,-1.1951011419296265,0.036217208951711655,-26.148733139038086
1272.9136344166004,1.4440244364763308,0.24910934269428253,-0.07341793924570084,-24.507240295410156
2200.0466928821143,1.1323272332507819,-0.0408732108771801,0.003945390228182077,-24.92917251586914
5228.324285418556,0.12501606229166268,1.527563452720642,0.06316513568162918,-25.073162078857422
1429.5230310802112,0.8154059431182157,1.5554906129837036,-0.021160311996936798,-25.211685180664062
905.3005971503001,2.0379690438443387,1.393836498260498,0.10305427759885788,-25.713260650634766
1353.4805678038404,-0.347635113838517,0.05321537330746651,-0.011107716709375381,-25.461233139038086
1224.1379996486762,0.927653603911577,1.5412580966949463,-0.015147226862609386,-25.136919021606445
2721.1794285777296,0.4852582526544111,2.2218101024627686,-0.028114251792430878,-25.081993103027344
4075.2455397392023,0.40264651314313077,-1.336897373199463,-0.002762746997177601,-25.294153213500977
4643.948951871219,0.44963083183891617,-1.1413441896438599,-0.020458808168768883,-25.14716148376465
1195.6847808735138,0.22006291634989078,1.488783597946167,0.09887769818305969,-25.539318084716797
738.703604051998,1.7245777675383118,1.4733967781066895,0.04581351950764656,-25.28285789489746
1014.9772495182192,0.6237729292340857,1.5481388568878174,0.013860596343874931,-25.154502868652344
1358.5830793250204,0.6405161671821421,-1.4564876556396484,-0.08921128511428833,-24.968505859375
967.2989137122373,1.463188093312703,0.49723654985427856,-0.118061363697052,-25.639333724975586
847.7342958469424,0.4533199487164477,1.0280754566192627,-0.0991508737206459,-25.0025691986084
1003.6063042120147,0.49462999121514245,-1.1138532161712646,0.06407242268323898,-25.32258415222168
1587.3628556574713,1.3942556039098357,-0.07925162464380264,0.04278259724378586,-25.18600082397461
1255.3438836636426,1.62273032154111,-0.6607916355133057,0.038239192217588425,-25.26542854309082
919.9431013119481,1.0609226807546237,1.6108816862106323,0.007558214478194714,-25.18415069580078
571.8920301000122,1.720721848571475,-1.2355161905288696,-0.00552229443565011,-25.370698928833008
999.6747167946136,1.970577955559691,-0.6446579694747925,-0.053867440670728683,-25.38507080078125
746.2074404895785,1.273694443128566,1.259732723236084,0.21641089022159576,-25.2996826171875
1354.2527983414666,0.3159870617437697,1.429582118988037,0.13471749424934387,-25.065942764282227
918.1466278848865,0.6886713728611602,-1.4582422971725464,0.0010763558093458414,-25.402124404907227
1345.3543599364111,0.9554751927611466,-3.09641170501709,-0.06297260522842407,-25.20718002319336
632.2545011846861,0.4061776466235224,-1.22379732131958,-0.027551377192139626,-25.219816207885742
517.6514841685114,0.7184031103793275,-1.3940874338150024,0.027359699830412865,-25.358566284179688
811.1451696293262,0.40894459634267055,-1.4170358180999756,0.0033415555953979492,-25.081953048706055
1679.1377452550048,0.3506093828868174,-0.036229148507118225,-0.0975717082619667,-25.115158081054688
869.9528627956221,0.024763448382247283,-0.11375115811824799,-0.16818150877952576,-24.87978744506836
1786.6006274644099,0.543030231059754,-1.2766306400299072,0.06086991727352142,-25.076955795288086
1380.7308741609309,0.1154701726542298,0.6226717233657837,0.022703617811203003,-25.20915412902832
580.3454132290486,2.231694928805558,-0.9464316964149475,-0.09493499994277954,-21.14946746826172
5460.723880265543,2.179875797926466,-1.225629210472107,0.10407349467277527,-25.063241958618164
458.51560184099,-0.6160792591801922,0.37244120240211487,-0.11331117898225784,-25.104890823364258
583.6530571136411,0.20454903058857907,-1.726413607597351,0.024579467251896858,-25.108997344970703
3525.268319018495,0.10444189531438373,1.56394362449646,-0.012126173824071884,-25.076780319213867
469.83152780157224,0.426696891828846,2.543891668319702,-0.46171697974205017,-25.14872932434082
2617.159756540932,0.6508786089430144,0.27908754348754883,0.3303287625312805,-25.175329208374023
